candidate_position,candidate_token_id,candidate_token_text,current_anchors,example_id,information_gain,p_gt_gain,step
16,15,0,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-2.5577747853676556,-1.0753392623737454,8
19,305,   ,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,7.862657730929641,0.8733194730011746,8
20,352, for,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,6.336792617490573,0.34514652157668024,8
21,272, c,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,5.675239252057509,3.9121155840111896,8
22,296, in,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,4.280568154877983,-0.050516047864221036,8
23,93033, paren,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,5.582772758905776,-0.10724143171682954,8
24,10839,_string,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,4.454152692167554,-0.33634737817919813,8
25,25,:,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,6.161541749967,0.6499532030429691,8
27,394,       ,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,5.443165705624324,0.5601098036859185,8
28,624, if,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,4.000671716305078,0.5582209145650268,8
29,272, c,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,6.598798298131442,4.371300475439057,8
30,1613, ==,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,8.379657865058107,0.8895167864393443,8
31,689, ',"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,4.46142113537644,0.6592477629892528,8
32,75672,(':,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,9.001151849679445,0.9169658272294328,8
34,542,           ,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,7.258562448194425,0.79404742422048,8
36,43033,_depth,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,7.945083240279928,0.8597174333408475,8
37,4780, +=,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,3.8166128322918667,0.2588306940160692,8
39,16,1,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,5.3012612193851965,0.6154554976383224,8
41,542,           ,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-1.0110449496787624,-1.237653508898802,8
42,2251, current,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-2.2737953985342756,-1.9682630355237052,8
43,10839,_string,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,5.896609847142827,3.381694218609482,8
44,7311,.append,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,8.496041996062559,0.8729270794428885,8
45,3783,(c,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,7.203799902832543,4.248630171641707,8
46,8,),"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,7.22996438777227,0.7198128608288243,8
48,394,       ,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,4.771627269947203,0.21655258676037192,8
49,13918, elif,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,3.3417847474338487,0.5369409704580903,8
50,272, c,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,2.6052066193078645,3.33036030177027,8
51,1613, ==,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-1.0890071070753038,-0.8322493468876928,8
53,4004,':,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,3.1800465813139454,-0.24813418043777347,8
55,542,           ,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.3964701186341699,-1.1749854374211282,8
56,2251, current,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,7.3409604290209245,0.36855588119942695,8
57,43033,_depth,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,2.0839235653402284,-0.7129524249467067,8
58,18361, -=,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-7.355894761625677,-6.796163442395482,8
60,16,1,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-4.5870169196568895,-2.6726842066273093,8
62,542,           ,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,5.84289169452677,-0.5730900566559285,8
63,2251, current,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.5220664874650538,-2.211625719908625,8
64,10839,_string,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-1.4050696113845333,1.4077005125582218,8
66,3783,(c,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-3.9356819330714643,-0.10348198004066944,8
67,8,),"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.8150058030732907,-0.9134093958418816,8
70,542,           ,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-2.80622199010395,0.585108679602854,8
72,2251, current,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,6.936970173817826,0.6513414001092315,8
73,43033,_depth,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,7.151046891434817,0.49296232766937464,8
74,1613, ==,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.3414200398838148,-0.5323764317436144,8
76,15,0,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,5.4932849448669,0.558159020729363,8
77,25,:,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,7.389319475245429,0.5350074989255518,8
79,921,               ,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-3.742708720761584,0.6092866915278137,8
80,1490, result,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,7.465463965956587,0.4985058099264279,8
81,7311,.append,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,4.493472440983169,-0.05744064680766314,8
82,1498,(',"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,3.117107841622783,0.01019518484827131,8
83,9356,'.,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.12947053735842928,-0.44723699311725795,8
85,29419,(current,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-5.217003924306482,-4.896382692444604,8
86,10839,_string,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-2.606745828408748,1.3259841385297477,8
87,1451,)),"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-2.9663214152678847,-1.5047736499691382,8
89,921,               ,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.7090945016461774,1.536131899105385,8
90,2251, current,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.025281411901232786,-1.3225259442115203,8
91,10839,_string,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,-20.25204448279692,-2.637528020888567,8
92,23543,.clear,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,3.806163428875152,1.403118514106609,8
93,739,(),"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,3.714456766960211,0.6714736961293966,8
96,305,   ,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,6.307061381616222,0.15521176788024604,8
97,944, return,"[13, 35, 52, 65, 71, 84, 98]",HumanEval/1,2.3688158475561067,0.26133891218341887,8
0,305,   ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-2.36847423360814,-0.13310788880335167,9
1,1490, result,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.8584787960789981,-0.23560942814219743,9
2,373, =,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.43663394604300265,-0.10433703829767182,9
3,6969, [],"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-2.0253480897408735,-0.22242047701729462,9
5,305,   ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.3124681236331526,0.22416286589577794,9
6,2251, current,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-5.319963114005077,-2.702097260975279,9
7,10839,_string,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-5.405630189412477,3.1171216795919463,9
8,373, =,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-3.1819357840249722,-0.8329535499797203,9
9,6969, [],"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-2.35393470690542,-0.9766312491265126,9
11,305,   ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.7931584315556393,-0.0798583182040602,9
12,2251, current,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.8644127168190607,-0.09331308724358678,9
14,373, =,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.3804531726600544,-0.10729793936479837,9
16,15,0,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.5645130984157731,-0.12535872298758477,9
19,305,   ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.029174213562328,0.1877541178255342,9
20,352, for,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.5493957882972609,-0.108053226955235,9
21,272, c,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.14722105209875735,3.5163431842811406,9
22,296, in,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.6360886117436166,-0.08863896457478404,9
23,93033, paren,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,2.641060176963947,-0.16167088050860912,9
24,10839,_string,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.0014970489755797,-0.20777097676182166,9
25,25,:,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,2.5164033139408275,0.044602184381801635,9
27,394,       ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.7463038169480569,-0.0820348925772123,9
28,624, if,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.5140618006807927,-0.042564969160594046,9
29,272, c,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.9273703191465756,3.6011145542142913,9
30,1613, ==,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.3186242892079463,-0.24024772446136922,9
31,689, ',"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.16323408324751654,-0.02206401398871094,9
34,542,           ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.178305220684706,-0.24590106290997937,9
36,43033,_depth,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.4388367745450523,-0.12215022620512173,9
37,4780, +=,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-1.8812791647433187,-0.554771589639131,9
39,16,1,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.54331469232784,-0.16019739804323763,9
41,542,           ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-3.1952621546706723,-0.2752509849378839,9
42,2251, current,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.7668861536185432,-0.4613753950980026,9
43,10839,_string,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-2.639106440150499,2.8758038135711104,9
44,7311,.append,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,2.0629778561278727,0.14291706832591444,9
45,3783,(c,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.18214310760413355,3.23010705714114,9
46,8,),"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-1.9179996483103423,-0.25236481352476403,9
48,394,       ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.6552105364535237,-0.2075425508664921,9
49,13918, elif,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-7.4135732915201515,-2.4003605279140174,9
50,272, c,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-5.002150181306206,1.5429400320863351,9
51,1613, ==,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-1.1854823732683144,-0.8029247805825435,9
53,4004,':,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-1.3367718788940692,-0.5682752350112423,9
55,542,           ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.7492235101053666,-0.40324561021407135,9
56,2251, current,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,3.5625631156162854,0.11372180032776669,9
57,43033,_depth,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,2.314950300662531,0.17893233336508274,9
58,18361, -=,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.3556554790229711,-0.4786717407114338,9
60,16,1,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.3611849518820236,0.008637765509774908,9
62,542,           ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,3.46992123889504,0.02808418299537152,9
63,2251, current,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-1.8067021299539192,-1.2026939938077703,9
64,10839,_string,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,2.1449595261183276,3.4855279750190675,9
66,3783,(c,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,2.7378347365120135,3.402314654085785,9
67,8,),"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.08708956756527186,0.052581514057237655,9
70,542,           ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.6390794124126842,1.4992845914093778,9
72,2251, current,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,2.1025959883809264,0.273086190369213,9
73,43033,_depth,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.9491224851371953,0.00034964008955284953,9
74,1613, ==,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.3212630194648227,-0.05565680266590789,9
76,15,0,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.816193788235978,-0.20884641236625612,9
77,25,:,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.2613560667123238,-0.229025554144755,9
79,921,               ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.608363734503655,1.4069655822822824,9
80,1490, result,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,2.4702575983465067,-0.3593177070724778,9
81,7311,.append,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.7230774329982523,0.05447895108954981,9
82,1498,(',"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.2551894947500841,-0.020864099788013846,9
83,9356,'.,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.6599207755461975,0.09578826345386915,9
85,29419,(current,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-5.415917904883827,-2.6658942181966268,9
86,10839,_string,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-4.562488961502822,2.2732733689481393,9
87,1451,)),"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.08020067978213774,-0.1670652756583877,9
89,921,               ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.4764681561500765,1.4081178564811125,9
90,2251, current,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,0.07697530755467596,-0.04399651018320583,9
91,10839,_string,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-6.109632912954112,2.7425981264095753,9
92,23543,.clear,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-3.9995497101153887,0.3924152096733451,9
93,739,(),"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-1.5701420329642133,0.33296487655024976,9
96,305,   ,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,1.1314534367847955,0.14641442309948616,9
97,944, return,"[13, 32, 35, 52, 65, 71, 84, 98]",HumanEval/1,-0.3259922099096002,0.09795894689159468,9
0,305,   ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.7123842390101345,-0.1577687684330158,10
1,1490, result,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.1914325769521383,-0.22021569972275756,10
2,373, =,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.4586908921210124,-0.36582008955883794,10
3,6969, [],"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-3.421700440145287,-0.9473855627002195,10
5,305,   ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,0.13630239661688393,-0.15399944561067969,10
6,2251, current,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.6085154703760054,-0.9904512452776544,10
7,10839,_string,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-3.225127061270541,3.5747348552686162,10
8,373, =,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-4.6726857420999295,-1.1419130342255812,10
9,6969, [],"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.6477410698298627,-0.5776581691752654,10
11,305,   ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.364620157664831,-0.1622104660491459,10
12,2251, current,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.7913415362600063,-0.030636843584943563,10
14,373, =,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.6316796624505514,-0.2441610903479159,10
16,15,0,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-0.7817788070624374,-0.1587558878818527,10
19,305,   ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,0.8994532486035496,0.0471903089346597,10
20,352, for,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.8162335618671932,-0.6982454226235859,10
21,272, c,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-0.08245825576523202,3.631113337527495,10
22,296, in,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-0.8219198749593488,-0.4094774985569529,10
23,93033, paren,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,0.38687403512631136,-0.4743017933506053,10
24,10839,_string,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.8328338719020394,-0.8311546035693027,10
25,25,:,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,0.6443497344771458,-0.16597365698544309,10
27,394,       ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.346290140209021,-0.7524109615478665,10
28,624, if,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-0.8134524095348752,-0.27943687787046656,10
29,272, c,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.1375892772284715,3.611242301762104,10
30,1613, ==,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-0.8846873849015537,-0.3522398102795705,10
31,689, ',"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.2031191387577564,-0.2075546637061052,10
34,542,           ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.8817962120338052,-0.5805176340218168,10
36,43033,_depth,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.229850671505119,-0.12239583767950535,10
37,4780, +=,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-4.787881161026235,-0.8048710523289628,10
39,16,1,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.3442379186362814,-0.06681387423304841,10
41,542,           ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.485897000597106,-0.1414037398644723,10
42,2251, current,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-3.453290293122336,-1.8837076242780313,10
43,10839,_string,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.343708040920319,3.182477727357764,10
44,7311,.append,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-0.22814396819740068,-0.05985824251547456,10
45,3783,(c,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-0.9371431145245879,3.4965897265356034,10
46,8,),"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.36840751176328,0.018362147791776806,10
48,394,       ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-3.921025555619053,-1.0824931433307938,10
49,13918, elif,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-5.139931904484911,-0.9930063442443497,10
50,272, c,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-4.1960151741059235,2.279936912993435,10
51,1613, ==,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-4.112303194624474,-1.091014730365714,10
53,4004,':,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.5022938492966205,-0.2189634227543138,10
55,542,           ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-4.721580612114849,-1.5512156764452811,10
57,43033,_depth,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.1143582671356853e-05,0.06522894682711922,10
58,18361, -=,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.7283549815820152,-0.2855267568666022,10
60,16,1,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-0.8321928492205188,-0.14228467796056066,10
62,542,           ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.4945183310137509,-0.9488074453693116,10
63,2251, current,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-5.738210765435724,-1.7818003059073817,10
64,10839,_string,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.5050689968466031,3.589205318770837,10
66,3783,(c,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,1.2556566336052128,3.6227689292572904,10
67,8,),"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-0.9195816244628077,-0.5108450016414281,10
70,542,           ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.430128132640675,1.5085051333880983,10
72,2251, current,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,0.45786835488797806,0.04221811585011892,10
73,43033,_depth,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,0.43290273823186,-0.0351180961006321,10
74,1613, ==,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.0443906624732335,0.054944872535998,10
76,15,0,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-0.395078185474631,0.06590177764883265,10
77,25,:,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,0.17803309143982915,-0.01132854848401621,10
79,921,               ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.1828221079413197,1.1822312884032726,10
80,1490, result,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,0.30865859134974016,0.022010049258824438,10
81,7311,.append,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-0.7878373144285433,-0.10359485619119368,10
82,1498,(',"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-0.6087712843673216,-0.12773591961013153,10
83,9356,'.,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,0.2777119293341457,-0.013387422630330548,10
85,29419,(current,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-5.50766712078439,-2.1202346608042717,10
86,10839,_string,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-6.621960885529916,1.9709048270597123,10
87,1451,)),"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.3797574407453794,-0.826978228345979,10
89,921,               ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-1.5316442385137634,1.0618129356589634,10
90,2251, current,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.1070546415739955,-0.10240346658974886,10
91,10839,_string,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-4.740969755888727,2.905344575177878,10
92,23543,.clear,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-4.001035814722854,0.7863953147898428,10
93,739,(),"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-2.031894275531158,0.37176174216438085,10
96,305,   ,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,0.21480222329046228,0.07248802522371989,10
97,944, return,"[13, 32, 35, 52, 56, 65, 71, 84, 98]",HumanEval/1,-0.9254378181421998,0.07357417614548467,10
0,305,   ,[],HumanEval/2,3.941289335489273,0.6975764459154448,1
1,944, return,[],HumanEval/2,4.644162863492966,0.55211729376515,1
2,1788, number,[],HumanEval/2,7.121511837467551,0.43391040241743895,1
3,2281, %,[],HumanEval/2,7.964125244645402,2.8244050430368475,1
5,16,1,[],HumanEval/2,8.03311212360859,2.7355138902662475,1
6,13,.,[],HumanEval/2,-16.184879176318645,-0.6486577422527944,1
7,15,0,[],HumanEval/2,-3.461650311946869,-0.05468202265910804,1
0,305,   ,[5],HumanEval/2,0.38632969558238983,0.041085208227940484,2
1,944, return,[5],HumanEval/2,0.4537033475935459,0.05230254539710444,2
2,1788, number,[5],HumanEval/2,0.24563996866345406,0.03284087053478402,2
3,2281, %,[5],HumanEval/2,0.4489553638850339,0.03419089754629567,2
6,13,.,[5],HumanEval/2,-0.1040586608578451,-0.03301381572884088,2
7,15,0,[5],HumanEval/2,0.15564203495159745,0.008092195552308112,2
0,305,   ,"[1, 5]",HumanEval/2,0.01912664482370019,0.0004135658357995453,3
2,1788, number,"[1, 5]",HumanEval/2,0.06817502551712096,0.005184614728072745,3
3,2281, %,"[1, 5]",HumanEval/2,0.11668266195920296,0.0060656595388692836,3
6,13,.,"[1, 5]",HumanEval/2,-0.024445817340165377,-0.007515535207085644,3
7,15,0,"[1, 5]",HumanEval/2,0.10627151012886316,0.006252145658891095,3
0,305,   ,"[1, 3, 5]",HumanEval/2,0.0013288104091770947,-2.7311787231809603e-05,4
2,1788, number,"[1, 3, 5]",HumanEval/2,0.0010082699882332236,2.7567351827073594e-05,4
6,13,.,"[1, 3, 5]",HumanEval/2,-0.009034543269081041,-0.0011059753803888128,4
7,15,0,"[1, 3, 5]",HumanEval/2,0.014528917265124619,0.0005417184771658867,4
0,305,   ,"[1, 3, 5, 7]",HumanEval/2,0.00036202362389303744,3.519554354625143e-05,5
2,1788, number,"[1, 3, 5, 7]",HumanEval/2,0.000709489977452904,7.195289242645231e-05,5
6,13,.,"[1, 3, 5, 7]",HumanEval/2,-0.025742675992660224,-0.003275930881500244,5
0,305,   ,"[1, 2, 3, 5, 7]",HumanEval/2,7.890036795288324e-05,6.846101541668759e-06,6
6,13,.,"[1, 2, 3, 5, 7]",HumanEval/2,-0.02160496637225151,-0.0028192996978759766,6
6,13,.,"[0, 1, 2, 3, 5, 7]",HumanEval/2,-0.004559179302304983,-0.0005458593368530273,7
0,305,   ,[],HumanEval/3,71.87211191654205,-0.9984353380245068,1
1,8652, balance,[],HumanEval/3,65.64708611182868,-0.3662658995968968,1
2,373, =,[],HumanEval/3,75.58201619796455,-1.3335843655111956,1
4,15,0,[],HumanEval/3,75.26874752552249,-1.4116805484586799,1
7,305,   ,[],HumanEval/3,17.27132647484541,9.233290486595081,1
8,352, for,[],HumanEval/3,24.10076728463173,10.21793255060328,1
9,3937, op,[],HumanEval/3,2.617818385362625,5.94386774342712,1
10,296, in,[],HumanEval/3,24.904454424977303,10.256950045964743,1
11,7824, operations,[],HumanEval/3,13.094861179590225,7.341373507063793,1
